"transformation_date","item_name","Transformation_ID","Lot_ID","farm_name","Harvesting_ID","product_desc","quantity","transformer_quantity","transfored_product_desc","lot_code_hyperlink","Subsequent_ID","is_contaminated"
"2022-05-04","Item","TR122","122","Red Barn Farms","H122","Red Barn Farms,Item,9992,LBS",9992,8127,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Red Barn Farms_122","122","true"
"2021-08-31","lettuce","TR123","123","Mena Farm","H123","Mena Farm,lettuce,713,LBS",713,8305,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Mena Farm_123","123","false"
"2022-08-27","chili peppers","TR124","124","Harvest Moon Farms","H124","Harvest Moon Farms,chili peppers,5905,LBS",5905,6813,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Harvest Moon Farms_124","124","false"
"2022-11-03","bell peppers","TR125","125","Sunny Fields Farm ","H125","Sunny Fields Farm ,bell peppers,5716,LBS",5716,6184,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Sunny Fields Farm _125","125","false"
"2022-06-22","basil","TR126","126","Sweetwater Farm ","H126","Sweetwater Farm ,basil,6654,LBS",6654,2013,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","Sweetwater Farm _126","126","false"
"2022-04-29","potato","TR127","127","Meadowlark Farm","H127","Meadowlark Farm,potato,9082,LBS",9082,5496,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Meadowlark Farm_127","127","false"
"2022-03-11","arugula","TR128","128","Potomac Vegetable Farms","H128","Potomac Vegetable Farms,arugula,2540,LBS",2540,3552,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Potomac Vegetable Farms_128","128","false"
"2022-07-07","arugula","TR129","129","Potomac Vegetable Farms","H129","Potomac Vegetable Farms,arugula,2560,LBS",2560,9457,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Potomac Vegetable Farms_129","129","false"
"2022-06-09","basil","TR130","130","Orchard Valley Farm","H130","Orchard Valley Farm,basil,7098,LBS",7098,6125,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","Orchard Valley Farm_130","130","false"
"2022-03-25","melons","TR131","131","roland farms","H131","roland farms,melons,3443,LBS",3443,4245,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","roland farms_131","131","true"
"2022-09-25","chili peppers","TR132","132","Harvest Moon Farms","H132","Harvest Moon Farms,chili peppers,6113,LBS",6113,8704,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Harvest Moon Farms_132","132","false"
"2021-08-20","melons","TR133","133","scissortail farms","H133","scissortail farms,melons,3223,LBS",3223,6049,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","scissortail farms_133","133","false"
"2022-12-10","lettuce","TR134","134","Hidden gems Farm","H134","Hidden gems Farm,lettuce,342,LBS",342,5711,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Hidden gems Farm_134","134","false"
"2021-12-19","Cucumbers","TR135","135","Stonehall Farm","H135","Stonehall Farm,Cucumbers,4565,LBS",4565,1158,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Stonehall Farm_135","135","false"
"2021-12-25","Tomatoes","TR136","136","Burnt Mill Farm","H136","Burnt Mill Farm,Tomatoes,3754,LBS",3754,1941,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Burnt Mill Farm_136","136","false"
"2022-10-02","Cucumbers","TR137","137","Stonehall Farm","H137","Stonehall Farm,Cucumbers,4692,LBS",4692,6601,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Stonehall Farm_137","137","false"
"2022-04-25","kale","TR138","138","Starview Farms","H138","Starview Farms,kale,1855,LBS",1855,933,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Starview Farms_138","138","false"
"2022-11-10","basil","TR139","139","Sweetwater Farm ","H139","Sweetwater Farm ,basil,6794,LBS",6794,2410,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Sweetwater Farm _139","139","false"
"2022-07-26","cilantro","TR140","140","Orchard Valley Farm","H140","Orchard Valley Farm,cilantro,7184,LBS",7184,6911,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Orchard Valley Farm_140","140","false"
"2022-11-14","cilantro","TR141","141","Sunnydale Farm","H141","Sunnydale Farm,cilantro,7459,LBS",7459,6824,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Sunnydale Farm_141","141","true"
"2021-09-21","Item","TR142","142","Meadowlark Farm","H142","Meadowlark Farm,Item,9298,LBS",9298,7509,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","Meadowlark Farm_142","142","false"
"2022-01-12","chili peppers","TR143","143","Harvest Moon Farms","H143","Harvest Moon Farms,chili peppers,5940,LBS",5940,703,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Harvest Moon Farms_143","143","false"
"2023-01-09","basil","TR144","144","Sweetwater Farm ","H144","Sweetwater Farm ,basil,6476,LBS",6476,9183,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Sweetwater Farm _144","144","false"
"2022-06-18","spinach","TR145","145","Cerritos Farm","H145","Cerritos Farm,spinach,1194,LBS",1194,1564,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Cerritos Farm_145","145","false"
"2022-05-26","cilantro","TR146","146","Sunnydale Farm","H146","Sunnydale Farm,cilantro,7769,LBS",7769,4916,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Sunnydale Farm_146","146","false"
"2023-01-16","melons","TR147","147","scissortail farms","H147","scissortail farms,melons,3134,LBS",3134,4515,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","scissortail farms_147","147","true"
"2022-08-28","potato","TR148","148","Deep Root Farms","H148","Deep Root Farms,potato,8818,LBS",8818,6748,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Deep Root Farms_148","148","true"
"2021-12-22","chili peppers","TR149","149","Harvest Moon Farms","H149","Harvest Moon Farms,chili peppers,6341,LBS",6341,9054,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Harvest Moon Farms_149","149","true"
"2022-12-21","Item","TR150","150","Meadowlark Farm","H150","Meadowlark Farm,Item,9296,LBS",9296,4589,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Meadowlark Farm_150","150","false"
"2023-03-01","kale","TR151","151","Starview Farms","H151","Starview Farms,kale,2047,LBS",2047,9368,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Starview Farms_151","151","false"
"2022-04-22","cilantro","TR152","152","Sunnydale Farm","H152","Sunnydale Farm,cilantro,7571,LBS",7571,1656,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Sunnydale Farm_152","152","false"
"2022-07-23","kale","TR153","153","Cerritos Farm","H153","Cerritos Farm,kale,1661,LBS",1661,527,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","Cerritos Farm_153","153","false"
"2022-01-05","lettuce","TR154","154","Hidden gems Farm","H154","Hidden gems Farm,lettuce,518,LBS",518,8395,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Hidden gems Farm_154","154","false"
"2023-01-16","Tomatoes","TR155","155","Burnt Mill Farm","H155","Burnt Mill Farm,Tomatoes,3848,LBS",3848,6716,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Burnt Mill Farm_155","155","false"
"2022-06-10","parsley","TR156","156","Sunnydale Farm","H156","Sunnydale Farm,parsley,7887,LBS",7887,1503,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Sunnydale Farm_156","156","true"
"2021-10-25","basil","TR157","157","Orchard Valley Farm","H157","Orchard Valley Farm,basil,7156,LBS",7156,9640,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Orchard Valley Farm_157","157","false"
"2023-01-18","spinach","TR158","158","Cerritos Farm","H158","Cerritos Farm,spinach,1192,LBS",1192,8012,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","Cerritos Farm_158","158","false"
"2022-07-02","cilantro","TR159","159","Sunnydale Farm","H159","Sunnydale Farm,cilantro,7645,LBS",7645,8030,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Sunnydale Farm_159","159","false"
"2022-09-15","lettuce","TR160","160","Hidden gems Farm","H160","Hidden gems Farm,lettuce,398,LBS",398,8424,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Hidden gems Farm_160","160","false"
"2022-12-12","melons","TR161","161","roland farms","H161","roland farms,melons,3235,LBS",3235,4132,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","roland farms_161","161","true"
"2023-02-19","basil","TR162","162","Sweetwater Farm ","H162","Sweetwater Farm ,basil,6704,LBS",6704,2034,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Sweetwater Farm _162","162","true"
"2022-06-01","Tomatoes","TR163","163","Stonehall Farm","H163","Stonehall Farm,Tomatoes,4322,LBS",4322,5844,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Stonehall Farm_163","163","false"
"2023-01-13","Tomatoes","TR164","164","Burnt Mill Farm","H164","Burnt Mill Farm,Tomatoes,4066,LBS",4066,6332,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","Burnt Mill Farm_164","164","false"
"2023-02-16","cilantro","TR165","165","Sunnydale Farm","H165","Sunnydale Farm,cilantro,7463,LBS",7463,1774,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Sunnydale Farm_165","165","false"
"2022-08-11","Tomatoes","TR166","166","roland farms","H166","roland farms,Tomatoes,3717,LBS",3717,2466,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","roland farms_166","166","false"
"2022-07-18","cilantro","TR167","167","Sunnydale Farm","H167","Sunnydale Farm,cilantro,7661,LBS",7661,7767,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Sunnydale Farm_167","167","false"
"2022-09-08","melons","TR168","168","roland farms","H168","roland farms,melons,3294,LBS",3294,5277,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","roland farms_168","168","false"
"2023-01-22","bell peppers","TR169","169","Green Acres Farm","H169","Green Acres Farm,bell peppers,5176,LBS",5176,8407,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Green Acres Farm_169","169","true"
"2022-12-25","Cucumbers","TR170","170","Green Acres Farm","H170","Green Acres Farm,Cucumbers,4839,LBS",4839,7303,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Green Acres Farm_170","170","false"
"2023-02-09","spinach","TR171","171","Cerritos Farm","H171","Cerritos Farm,spinach,1399,LBS",1399,1507,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Cerritos Farm_171","171","false"
"2022-08-13","lettuce","TR172","172","Hidden gems Farm","H172","Hidden gems Farm,lettuce,415,LBS",415,7822,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Hidden gems Farm_172","172","false"
"2021-08-28","Cucumbers","TR173","173","Stonehall Farm","H173","Stonehall Farm,Cucumbers,4500,LBS",4500,3695,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","Stonehall Farm_173","173","false"
"2022-09-27","basil","TR174","174","Orchard Valley Farm","H174","Orchard Valley Farm,basil,6946,LBS",6946,434,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Orchard Valley Farm_174","174","true"
"2022-01-09","cilantro","TR175","175","Orchard Valley Farm","H175","Orchard Valley Farm,cilantro,7219,LBS",7219,7960,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Orchard Valley Farm_175","175","false"
"2021-09-24","cilantro","TR176","176","Sunnydale Farm","H176","Sunnydale Farm,cilantro,7802,LBS",7802,9077,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Sunnydale Farm_176","176","false"
"2021-10-05","melons","TR177","177","scissortail farms","H177","scissortail farms,melons,2952,LBS",2952,4375,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","scissortail farms_177","177","false"
"2022-07-11","cilantro","TR178","178","Sunnydale Farm","H178","Sunnydale Farm,cilantro,7835,LBS",7835,6168,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","Sunnydale Farm_178","178","false"
"2022-04-26","Item","TR179","179","Red Barn Farms","H179","Red Barn Farms,Item,9666,LBS",9666,8048,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Red Barn Farms_179","179","true"
"2022-01-14","Item","TR180","180","Red Barn Farms","H180","Red Barn Farms,Item,9966,LBS",9966,8069,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Red Barn Farms_180","180","false"
"2021-10-17","arugula","TR181","181","Potomac Vegetable Farms","H181","Potomac Vegetable Farms,arugula,2467,LBS",2467,7132,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Potomac Vegetable Farms_181","181","false"
"2023-01-04","Cucumbers","TR182","182","Stonehall Farm","H182","Stonehall Farm,Cucumbers,4507,LBS",4507,3949,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Stonehall Farm_182","182","false"
"2022-12-16","spinach","TR183","183","Cerritos Farm","H183","Cerritos Farm,spinach,1389,LBS",1389,1851,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","Cerritos Farm_183","183","false"
"2021-11-09","arugula","TR184","184","Potomac Vegetable Farms","H184","Potomac Vegetable Farms,arugula,2421,LBS",2421,8005,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Potomac Vegetable Farms_184","184","false"
"2023-01-13","basil","TR185","185","Sweetwater Farm ","H185","Sweetwater Farm ,basil,6595,LBS",6595,7040,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Sweetwater Farm _185","185","false"
"2022-09-06","chili peppers","TR186","186","Sunny Fields Farm ","H186","Sunny Fields Farm ,chili peppers,5765,LBS",5765,196,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Sunny Fields Farm _186","186","false"
"2022-04-28","bell peppers","TR187","187","Sunny Fields Farm ","H187","Sunny Fields Farm ,bell peppers,5604,LBS",5604,3672,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Sunny Fields Farm _187","187","true"
"2022-09-23","arugula","TR188","188","Potomac Vegetable Farms","H188","Potomac Vegetable Farms,arugula,2578,LBS",2578,8011,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Potomac Vegetable Farms_188","188","false"
"2022-08-07","potato","TR189","189","Meadowlark Farm","H189","Meadowlark Farm,potato,9211,LBS",9211,6008,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Meadowlark Farm_189","189","false"
"2021-09-23","cilantro","TR190","190","Orchard Valley Farm","H190","Orchard Valley Farm,cilantro,7265,LBS",7265,6385,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Orchard Valley Farm_190","190","false"
"2023-02-25","cilantro","TR191","191","Sunnydale Farm","H191","Sunnydale Farm,cilantro,7792,LBS",7792,7625,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","Sunnydale Farm_191","191","false"
"2022-08-25","arugula","TR192","192","Potomac Vegetable Farms","H192","Potomac Vegetable Farms,arugula,2499,LBS",2499,9276,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Potomac Vegetable Farms_192","192","false"
"2022-05-02","kale","TR193","193","Starview Farms","H193","Starview Farms,kale,1839,LBS",1839,8268,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","Starview Farms_193","193","false"
"2022-04-10","Cucumbers","TR194","194","Stonehall Farm","H194","Stonehall Farm,Cucumbers,4503,LBS",4503,6094,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Stonehall Farm_194","194","false"
"2022-01-08","parsley","TR195","195","Meadowbrook Farm","H195","Meadowbrook Farm,parsley,8314,LBS",8314,3968,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Meadowbrook Farm_195","195","false"
"2022-01-26","chili peppers","TR196","196","Harvest Moon Farms","H196","Harvest Moon Farms,chili peppers,6059,LBS",6059,4915,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Harvest Moon Farms_196","196","false"
"2021-11-19","chili peppers","TR197","197","Sweetwater Farm ","H197","Sweetwater Farm ,chili peppers,6416,LBS",6416,1205,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Sweetwater Farm _197","197","true"
"2022-11-30","melons","TR198","198","scissortail farms","H198","scissortail farms,melons,3103,LBS",3103,922,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","scissortail farms_198","198","false"
"2022-03-30","lettuce","TR199","199","Mena Farm","H199","Mena Farm,lettuce,747,LBS",747,6562,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Mena Farm_199","199","false"
"2022-09-12","Item","TR200","200","Meadowlark Farm","H200","Meadowlark Farm,Item,9387,LBS",9387,3277,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Meadowlark Farm_200","200","false"
"2022-05-09","arugula","TR201","201","scissortail farms","H201","scissortail farms,arugula,2738,LBS",2738,7992,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","scissortail farms_201","201","false"
"2022-04-18","arugula","TR202","202","Potomac Vegetable Farms","H202","Potomac Vegetable Farms,arugula,2369,LBS",2369,5021,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","Potomac Vegetable Farms_202","202","false"
"2021-12-18","melons","TR203","203","scissortail farms","H203","scissortail farms,melons,3109,LBS",3109,3999,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","scissortail farms_203","203","false"
"2021-08-24","Tomatoes","TR204","204","Burnt Mill Farm","H204","Burnt Mill Farm,Tomatoes,3782,LBS",3782,2212,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Burnt Mill Farm_204","204","false"
"2022-04-05","parsley","TR205","205","Deep Root Farms","H205","Deep Root Farms,parsley,8586,LBS",8586,8330,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Deep Root Farms_205","205","false"
"2022-09-18","parsley","TR206","206","Meadowbrook Farm","H206","Meadowbrook Farm,parsley,8090,LBS",8090,4374,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Meadowbrook Farm_206","206","false"
"2023-01-05","Tomatoes","TR207","207","Burnt Mill Farm","H207","Burnt Mill Farm,Tomatoes,3948,LBS",3948,8888,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Burnt Mill Farm_207","207","false"
"2022-01-17","arugula","TR208","208","scissortail farms","H208","scissortail farms,arugula,2726,LBS",2726,1934,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","scissortail farms_208","208","false"
"2022-08-14","lettuce","TR209","209","Hidden gems Farm","H209","Hidden gems Farm,lettuce,420,LBS",420,3425,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","Hidden gems Farm_209","209","false"
"2022-02-10","basil","TR210","210","Sweetwater Farm ","H210","Sweetwater Farm ,basil,6731,LBS",6731,4126,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Sweetwater Farm _210","210","false"
"2022-09-30","spinach","TR211","211","Mena Farm","H211","Mena Farm,spinach,836,LBS",836,932,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","Mena Farm_211","211","true"
"2022-06-26","chili peppers","TR212","212","Harvest Moon Farms","H212","Harvest Moon Farms,chili peppers,6130,LBS",6130,2630,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Harvest Moon Farms_212","212","false"
"2022-11-04","kale","TR213","213","Starview Farms","H213","Starview Farms,kale,1869,LBS",1869,8824,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Starview Farms_213","213","false"
"2022-07-01","lettuce","TR214","214","Hidden gems Farm","H214","Hidden gems Farm,lettuce,393,LBS",393,8561,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Hidden gems Farm_214","214","false"
"2022-07-10","basil","TR215","215","Orchard Valley Farm","H215","Orchard Valley Farm,basil,7111,LBS",7111,5113,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Orchard Valley Farm_215","215","false"
"2022-05-30","arugula","TR216","216","scissortail farms","H216","scissortail farms,arugula,2850,LBS",2850,4714,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","scissortail farms_216","216","true"
"2022-11-20","spinach","TR217","217","Cerritos Farm","H217","Cerritos Farm,spinach,1246,LBS",1246,6561,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Cerritos Farm_217","217","false"
"2022-04-02","basil","TR218","218","Orchard Valley Farm","H218","Orchard Valley Farm,basil,6943,LBS",6943,4922,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Orchard Valley Farm_218","218","false"
"2022-11-21","melons","TR219","219","roland farms","H219","roland farms,melons,3555,LBS",3555,4738,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","roland farms_219","219","false"
"2021-12-11","arugula","TR220","220","Potomac Vegetable Farms","H220","Potomac Vegetable Farms,arugula,2359,LBS",2359,7551,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Potomac Vegetable Farms_220","220","false"
"2022-07-15","kale","TR221","221","Starview Farms","H221","Starview Farms,kale,1759,LBS",1759,5005,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Starview Farms_221","221","false"
"2021-08-03","chili peppers","TR222","222","Harvest Moon Farms","H222","Harvest Moon Farms,chili peppers,5987,LBS",5987,1581,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Harvest Moon Farms_222","222","false"
"2023-02-21","parsley","TR223","223","Meadowbrook Farm","H223","Meadowbrook Farm,parsley,8118,LBS",8118,8644,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Meadowbrook Farm_223","223","false"
"2022-07-27","bell peppers","TR224","224","Green Acres Farm","H224","Green Acres Farm,bell peppers,5198,LBS",5198,5526,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Green Acres Farm_224","224","false"
"2022-11-23","melons","TR225","225","roland farms","H225","roland farms,melons,3555,LBS",3555,4290,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","roland farms_225","225","false"
"2021-09-01","lettuce","TR226","226","Mena Farm","H226","Mena Farm,lettuce,626,LBS",626,2279,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","Mena Farm_226","226","false"
"2021-08-28","chili peppers","TR227","227","Harvest Moon Farms","H227","Harvest Moon Farms,chili peppers,6101,LBS",6101,6368,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Harvest Moon Farms_227","227","false"
